Index,Dataset,Representative_Subsequence_Positions,DetectTime
394,QATS-4,"[129,257],[512,532],[985,1025],[1034,1140],[1202,1314],[1322,1362],[1428,1557],[1581,1621],[1638,1678],[1680,1775],[1780,1800],[2058,2169],[2268,2378],[2382,2580],[2777,2898],[2973,3013],[3033,3074],[3120,3160],[3172,3212],[3246,3286],[3292,3349],[3374,3461],[3545,3585],[3632,3672],[3677,3717],[3956,3996],[4056,4150],[4161,4201],[4223,4287],[4307,4373],[4549,4669],[4731,4771],[4778,4818],[4824,4915],[4974,5014],[5040,5080],[5102,5142],[5181,5221],[5255,5330],[5336,5397],[5579,5619],[5629,5649],[5847,5910],[5911,5983],[6104,6254],[6255,6335],[6371,6411],[6428,6508],[6530,6610],[6614,6755],[6892,6932],[6941,7020],[7081,7121],[7142,7182],[7207,7346],[7385,7531]",7.5194
395,QATS-4,"[103,123],[185,257],[304,344],[749,788],[1536,1556],[1766,1810],[2337,2377],[2541,2581],[2775,2815],[2886,2926],[3022,3207],[3298,3421],[3513,3588],[3602,3642],[3665,3705],[3761,3841],[3859,3949],[3966,4202],[4227,4289],[4313,4353],[4381,4456],[4477,4517],[4522,4562],[4569,4642],[4651,4718],[4739,4820],[4830,4870],[4907,4974],[5036,5076],[5081,5135],[5328,5368],[5375,5395],[5613,5761],[5771,5811],[5850,5971],[5979,6093],[6124,6287],[6316,6356],[6361,6401],[6463,6503],[6617,6716],[6771,6811],[6840,6880],[6882,6950],[6968,7008],[7389,7442],[7501,7541],[7677,7773],[7785,7825],[7830,7944],[7971,8039],[8154,8250],[8273,8313],[8463,8572],[8602,8709],[8724,8988],[9024,9064],[9100,9140],[9150,9190],[9223,9263],[9272,9539],[9564,9604],[9632,9755],[9785,9871],[9945,10001],[10002,10069],[10084,10124],[10134,10278],[10280,10423],[10424,10557],[10602,10698],[10713,10798],[10917,11069],[11114,11154],[11171,11284],[11441,11481],[11500,11590],[11611,11702],[11707,11747],[11763,11803],[11833,11905],[11924,11964],[11978,12018],[12053,12093],[12096,12214],[12258,12428],[12457,12564],[12669,12709],[12728,12768],[12835,12973],[13018,13058],[13070,13110],[13136,13246],[13248,13333],[13346,13484],[13529,13614],[13674,13714],[13723,13763],[13786,13826],[13837,13877],[13904,14057],[14060,14100],[14135,14175],[14233,14273],[14308,14348],[14360,14400],[14427,14520],[14523,14563],[14593,14653],[14692,14732],[14755,14795],[14818,14858],[14863,14965],[14978,15104],[15206,15266],[15274,15334],[15341,15465],[15491,15531],[15556,15719],[15750,15790],[15832,15872],[15896,15936],[15996,16036],[16037,16103],[16108,16171],[16388,16428],[16441,16507],[16521,16749],[16757,16797],[16850,16890],[16892,16932],[16937,17005],[17023,17063],[17100,17206],[17208,17274],[17289,17369],[17399,17439],[17453,17578],[17625,17739],[17778,17844],[17902,18025],[18030,18070],[18482,18522]",40.4125
396,QATS-4,"[129,257],[279,319],[512,532],[985,1025],[1034,1140],[1202,1314],[1322,1362],[1428,1507],[1515,1557],[1581,1621],[1638,1678],[1680,1775],[1780,1800],[2027,2169],[2266,2373],[2382,2483],[2487,2560],[2783,2898],[2973,3013],[3033,3074],[3120,3160],[3172,3212],[3246,3286],[3289,3349],[3374,3470],[3545,3585],[3632,3672],[3677,3717],[3811,3851],[3915,3977],[4037,4091],[4095,4135],[4143,4219],[4241,4373],[4399,4439],[4452,4532],[4544,4629],[4843,4950],[5043,5140],[5196,5236],[5357,5520],[5526,5713],[5718,5758],[5786,5942],[5980,6020],[6048,6133],[6148,6188],[6200,6240],[6257,6378],[6380,6420],[6432,6498],[6616,6677],[6871,6994],[7011,7051],[7117,7292],[7308,7348],[7385,7509],[7514,7574],[7605,7645],[7661,7737],[7772,7812],[7839,7879],[7916,7956],[7960,8000],[8025,8212],[8247,8287],[8298,8338],[8409,8468],[8506,8546],[8557,8597],[8611,8673],[8674,8724],[8871,8911],[8920,9004],[9015,9077],[9079,9119],[9125,9236],[9254,9294],[9365,9405],[9452,9492],[9537,9577],[9582,9622],[9655,9695],[9699,9739],[9782,9822],[9837,9877],[9945,10030],[10039,10101],[10103,10191],[10200,10297],[10403,10443],[10471,10511],[10515,10555],[10564,10705],[10726,10766],[10769,10845]",16.0276
397,QATS-4,"[100,120],[207,276],[329,391],[395,469],[473,546],[554,594],[661,738],[822,941],[946,986],[1261,1301],[1322,1362],[1363,1403],[1428,1468],[1497,1537],[1578,1618],[1663,1769],[1841,1881],[1892,1988],[2009,2049],[2093,2319],[2350,2446],[2541,2581],[2587,2678],[2786,2826],[2929,3028],[3077,3137],[3220,3260],[3307,3402],[3459,3549],[3555,3595],[3669,3776],[3779,3869],[3977,4017],[4056,4147],[4194,4234],[4332,4372],[4429,4469],[4479,4694],[4711,4751],[4762,4802],[4806,4916],[4949,4989],[4996,5166],[5320,5424],[5570,5718],[5801,5841],[5855,5955],[6122,6162],[6171,6275],[6365,6405],[6477,6517],[6528,6588],[6600,6724],[6732,6772],[6823,6863],[6892,6932]",5.8258
398,QATS-4,"[100,120],[161,181],[200,257],[306,449],[473,513],[986,1026],[1032,1072],[1502,1542],[1550,1590],[1613,1653],[1681,1753],[1754,1794],[1806,1867],[1869,1953],[2009,2049],[2265,2325],[2380,2420],[2435,2496],[2521,2581],[2629,2669],[2685,2754],[2777,2817],[2824,2864],[2869,2936],[2944,2984],[3033,3073],[3138,3178],[3194,3234],[3284,3328],[3329,3349],[3397,3437],[3545,3585],[3599,3639],[3642,3842],[3867,3907],[3942,4007],[4030,4070],[4077,4203],[4208,4273],[4332,4407],[4417,4457],[4500,4540],[4570,4610],[4627,4667],[4741,4884],[5082,5122],[5130,5170],[5181,5300],[5317,5482],[5509,5702],[5704,5857],[5869,5943],[5946,6068],[6125,6225],[6281,6321],[6330,6370],[6381,6445],[6451,6491],[6517,6580],[6636,6761],[6769,6843],[6873,6970],[7055,7118],[7131,7171],[7239,7279],[7385,7425],[7660,7771],[7785,7825],[7829,7945],[8040,8080],[8128,8302],[8326,8468],[8495,8571],[8593,8673],[8684,8790],[8866,8961],[8974,9014],[9052,9092],[9120,9301],[9316,9356],[9366,9491],[9548,9588],[9709,9815],[9825,9910],[9962,10002],[10010,10089],[10201,10267],[10288,10384],[10457,10507],[10510,10550],[10592,10632],[10645,10762],[10769,10809],[10844,10884],[10911,10951],[10959,10999],[11063,11124],[11243,11349],[11364,11404],[11414,11489],[11553,11651],[11736,11833],[11868,11908],[11935,11975],[11993,12086],[12128,12168],[12181,12348],[12354,12461],[12473,12535],[12657,12697],[12734,12774],[12775,13076],[13083,13123],[13148,13188],[13216,13339],[13369,13429],[13548,13653],[13657,13830],[13868,13963],[13967,14141],[14173,14213],[14217,14257],[14316,14448],[14462,14545],[14573,14702],[14703,14783],[14808,14868],[14869,14952],[14971,15011],[15018,15058],[15061,15106],[15118,15210],[15234,15314],[15322,15414],[15425,15465],[15487,15570],[15576,15830],[15832,15873],[15915,15955],[16092,16132],[16167,16320],[16345,16405],[16408,16468],[16475,16602],[16620,16660],[16677,16748],[16809,16849],[16950,16990],[17132,17204],[17263,17303],[17337,17377]",36.5849
399,QATS-4,"[86,126],[209,257],[278,318],[342,402],[422,462],[473,513],[690,886],[893,953],[960,1025],[1122,1182],[1183,1223],[1226,1305],[1338,1462],[1507,1547],[1554,1594],[1596,1768],[1769,1809],[1878,1918],[1939,2018],[2084,2231],[2266,2365],[2384,2424],[2432,2494],[2496,2581],[2595,2635],[2637,2710],[2796,2880],[2922,2962],[2975,3015],[3033,3093],[3094,3134],[3154,3306],[3383,3423],[3564,3653],[3662,3722],[3729,3769],[3776,3844],[3863,3903],[3940,3980],[4006,4046],[4057,4117],[4187,4227],[4236,4276],[4293,4360],[4382,4545],[4569,4609],[4765,4883],[4913,5049],[5082,5122],[5209,5249],[5357,5418],[5422,5490],[5492,5532],[5592,5652],[5693,5733],[5777,5883],[5897,6071],[6112,6152],[6224,6264],[6378,6418],[6476,6592],[6617,6677],[6724,6764],[6779,6849],[6872,6932],[6960,7021],[7026,7094],[7103,7169],[7226,7266],[7278,7318],[7384,7445],[7471,7532],[7548,7617],[7640,7680],[7756,7796],[7903,7943],[7954,8021],[8025,8161],[8172,8212],[8224,8300],[8430,8515],[8540,8580],[8607,8758],[8785,8825],[8853,8963],[8980,9020],[9026,9223],[9296,9379],[9406,9446],[9460,9679],[9709,9782],[9820,9860],[9888,10008],[10032,10097],[10215,10255],[10258,10325],[10340,10380],[10390,10516],[10573,10734]",14.0811
400,QATS-4,"[80,232],[237,349],[361,401],[406,516],[545,585],[707,774],[779,819],[846,886],[897,937],[945,1105],[1110,1150],[1178,1239],[1241,1281],[1300,1550],[1632,1696],[1726,1798],[1799,2101],[2128,2168],[2225,2332],[2378,2418],[2422,2462],[2536,2653],[2665,2705],[2710,2855],[2857,2955],[2961,3130],[3211,3251],[3297,3337],[3347,3441],[3454,3532],[3559,3690],[3715,3777],[3801,3841],[3859,3950],[3965,4005],[4010,4050],[4057,4130],[4139,4206],[4227,4308],[4318,4372],[4395,4462],[4524,4564],[4569,4622],[4841,4883],[5101,5249],[5259,5299],[5419,5459],[5479,5519],[5588,5653],[5676,5775],[5804,5844],[5849,5889],[5951,5991],[6106,6204],[6259,6299],[6328,6368],[6370,6438],[6456,6496],[6617,6657],[6873,6933],[6955,7020],[7064,7104],[7127,7188],[7385,7445],[7459,7499],[7549,7589],[7594,7634],[7641,7741],[7791,7831],[7856,7932],[8008,8048],[8078,8147],[8172,8212],[8428,8468],[8639,8679],[8688,8799],[8923,9066],[9091,9153],[9177,9270],[9282,9322],[9346,9486],[9497,9562],[9564,9625],[9642,9730],[9742,9782],[9783,9843],[9880,9941],[9961,10001],[10023,10162],[10209,10346],[10366,10449],[10728,10772],[10837,10944],[10947,10987],[10998,11038],[11081,11121],[11125,11266],[11368,11408],[11480,11541],[11597,11637],[11647,11862],[11879,11919],[11930,11970],[11974,12077],[12089,12109],[12251,12291],[12334,12374],[12454,12573],[12637,12704],[12760,12800],[12846,12886],[12969,13009],[13015,13075],[13083,13149],[13151,13191],[13249,13289],[13291,13331],[13377,13443],[13526,13589],[13645,13685],[13709,13749],[13785,13825],[13872,13912],[13919,13959],[13989,14029],[14041,14101],[14157,14197],[14207,14274],[14296,14453],[14466,14598],[14694,14754],[14762,14822],[14829,14953],[14979,15019],[15044,15207],[15238,15278],[15320,15400],[15484,15591],[15592,15659],[15876,15916],[15929,15995],[16009,16089],[16108,16233],[16245,16285],[16338,16478],[16511,16551],[16596,16694],[16696,16762],[16777,16857],[16876,17066],[17133,17227],[17266,17332],[17388,17513],[17518,17558],[17970,18010]",37.9037
401,QATS-4,"[100,131],[194,218],[251,289],[498,518],[680,700],[1056,1096],[1097,1284],[1326,1366],[1368,1408],[1434,1656],[1704,1744],[1755,1991],[2057,2187],[2224,2351],[2436,2476],[2495,2535],[2542,2754],[2789,2830],[2863,2927],[2940,2980],[3211,3324],[3365,3405],[3556,3596],[3607,3864],[3875,3979],[3996,4036],[4040,4080],[4114,4154],[4162,4434],[4599,4639],[4671,4711],[4714,4883],[4894,5127],[5132,5172],[5300,5387],[5424,5464],[5486,6059],[6062,6140],[6160,6200],[6260,6300],[6311,6429],[6430,6638],[6643,6694],[6706,6769],[6782,6822],[6823,7008],[7027,7107],[7115,7175],[7178,7423],[7427,7504],[7539,7625],[7639,7679],[7712,7842],[7849,7982],[8196,8511],[8512,8695],[8696,8793],[8794,8943],[9111,9199],[9219,9366],[9376,9694],[9697,10069],[10089,10231],[10335,10376],[10466,10552],[10556,10618],[10631,10698],[10715,10823],[10827,10867],[10925,10965]",15.2156
402,QATS-4,"[100,131],[194,218],[251,289],[498,518],[680,700],[1056,1096],[1113,1189],[1206,1316],[1317,1469],[1483,1523],[1550,1621],[1651,1816],[1830,1870],[1890,1910],[1955,2020],[2029,2159],[2190,2230],[2236,2276],[2277,2342],[2400,2440],[2443,2545],[2548,2795],[2919,2984],[2993,4319],[4331,4444],[4450,4490],[4498,4703],[4747,4787],[4797,4837],[4903,4943],[4944,4984],[4988,5028],[5081,5313],[5318,5516],[5519,5640],[5641,5681],[5695,5812],[5853,5928],[5961,6210],[6221,6282],[6285,6325],[6344,6417],[6467,6675],[6682,6722],[6793,6862],[6866,6906],[7036,7168],[7209,7249],[7250,7391],[7393,7570],[7571,7631],[7661,7721],[7757,7917],[7963,8075],[8080,8186],[8216,8367],[8372,8494],[8518,8612],[8618,8748],[8815,8876],[8905,8972],[8983,9023],[9031,9071],[9112,9152],[9170,9282],[9296,9377],[9390,9686]",11.6053
403,QATS-4,"[104,124],[188,228],[231,306],[330,638],[665,743],[756,817],[830,893],[896,961],[1056,1096],[1143,1227],[1280,1471],[1568,1608],[1616,1656],[1661,1735],[1776,1948],[1961,2001],[2003,2095],[2127,2354],[2463,2503],[2522,2562],[2564,2641],[2657,2697],[2741,2781],[2790,2830],[2888,2981],[2985,3080],[3088,3108],[3110,3150],[3153,3286],[3291,3331],[3333,3403],[3415,3455],[3457,3542],[3543,3777],[3796,3836],[3838,3898],[3905,3997],[4028,4154],[4208,4248],[4302,4443],[4454,4538],[4568,4628],[4642,4702],[4705,4797],[4870,5093],[5107,5147],[5149,5169],[5183,5223],[5234,5274],[5279,5401],[5425,5519],[5525,5591],[5626,5666],[5669,5709],[5735,5831],[5855,5895],[5921,5999],[6005,6185],[6187,6275],[6300,6415],[6418,6547],[6577,6617],[6675,6736],[6764,6804],[6837,7147],[7290,7494]",7.1803
404,QATS-4,"[100,179],[196,219],[336,356],[512,560],[695,804],[827,867],[884,924],[950,1176],[1237,1277],[1296,1336],[1354,1634],[1713,1916],[1932,1996],[2041,2106],[2115,2245],[2276,2316],[2322,2362],[2363,2428],[2490,2631],[2634,2881],[3005,3163],[3171,3519],[3527,3631],[3655,3695],[3699,3784],[3947,4014],[4082,4122],[4134,4493],[4509,4613],[4621,4774],[4806,4846],[4877,5126],[5142,5202],[5215,5333],[5338,5378],[5385,5448],[5482,5542],[5544,5617],[5619,5711],[5784,5896],[5901,6007],[6035,6087],[6097,6188],[6193,6327],[6339,6433],[6439,6554],[6576,6734],[6744,6784],[6792,6879],[6911,7092],[7111,7181],[7231,7369],[7412,7805],[7820,7884],[7929,7969],[8014,8198],[8287,8368],[8385,8425],[8452,8580],[8600,8640],[8643,8993],[9398,9460]",11.4905
405,QATS-4,"[80,177],[191,231],[235,490],[495,666],[672,923],[944,984],[1083,1123],[1125,1344],[1356,1396],[1398,1486],[1614,1654],[1685,1725],[1740,1780],[1783,1845],[1898,1987],[1994,2058],[2087,2277],[2313,2517],[2578,2714],[2760,2800],[2814,2854],[2888,2928],[2933,2973],[2983,3023],[3052,3121],[3138,3178],[3203,3243],[3255,3375],[3385,3425],[3490,3530],[3550,3888],[3971,4011],[4026,4066],[4077,4180],[4185,4279],[4287,4350],[4358,4525],[4591,4902],[4916,5000],[5027,5111],[5164,5342],[5409,5449],[5451,5491],[5500,5560],[5564,5633],[5659,5719],[5759,5799],[5820,5965],[6000,6060],[6165,6653],[6660,6720],[6737,6797],[6813,6853],[6858,6927],[6973,7013],[7041,7081],[7118,7272],[7284,7324],[7328,7426],[7434,7474],[7483,7553],[7635,7675],[7719,7780],[7790,7886],[7895,7985],[7989,8080],[8113,8177],[8203,8269],[8282,8410],[8414,8650],[8668,8767],[8777,9007],[9008,9191],[9192,9289],[9290,9448],[9500,9540],[9548,9619],[9629,9669],[9717,9795],[9858,9944],[9948,10010],[10023,10090],[10107,10175],[10219,10259],[10317,10357]",13.7307
406,QATS-4,"[80,177],[191,231],[235,490],[495,666],[672,923],[944,984],[985,1127],[1181,1275],[1277,1317],[1325,1407],[1408,1501],[1538,1682],[1709,1787],[1800,1861],[1874,1937],[1940,2005],[2104,2250],[2252,2329],[2335,2375],[2383,2452],[2486,2570],[2623,2814],[2911,2951],[2959,2999],[3004,3044],[3138,3199],[3236,3346],[3378,3712],[3714,3754],[3773,3813],[3815,3855],[3869,3909],[3910,4078],[4107,4147],[4162,4202],[4217,4257],[4261,4501],[4512,4552],[4585,4680],[4696,4736],[4743,4783],[4817,4857],[4891,4931],[4940,5211],[5218,5258],[5363,5489],[5522,5562],[5594,5748],[5760,5800],[5806,5902],[5910,5950],[5959,6029],[6102,6164],[6207,6247],[6264,6304],[6314,6768],[6776,6837],[6856,6896],[6913,7064],[7099,7139],[7148,7188],[7207,7247],[7297,7357],[7360,7469],[7504,7604],[7656,7731],[7755,7825],[7828,7915],[7918,7958],[7962,8098],[8250,8347],[8408,8479],[8489,8529],[8577,8655],[8718,8804],[8808,8870],[8883,8950],[8967,9035],[9079,9119],[9177,9217]",11.0879
407,QATS-4,"[100,139],[207,358],[378,476],[630,670],[688,757],[809,849],[865,905],[914,954],[958,1045],[1050,1090],[1116,1264],[1304,1403],[1423,1500],[1543,1583],[1586,1732],[1793,1860],[1862,1927],[1943,2066],[2097,2137],[2140,2303],[2307,2347],[2350,2452],[2455,2702],[2827,2953],[3017,3097],[3126,3166],[3191,4180],[4187,4260],[4269,4329],[4352,4672],[4676,4848],[4860,4920],[4925,4965],[4988,5049],[5068,5108],[5126,5483],[5517,5703],[5718,5778],[5820,6014],[6022,6159],[6183,6254],[6267,6307],[6436,6477],[6562,6602],[6609,6835],[6856,6896],[6902,7267],[7272,7335],[7361,7444],[7479,7699],[7718,7833],[7838,7878],[7896,7936],[8106,8428],[8461,8501],[8549,8735],[8739,8825],[8844,9148],[9160,9228],[9292,9635],[9700,9781],[9865,9993],[10013,10775],[10777,10817],[10833,10873],[10934,11025],[11155,11195],[11228,11268]",15.8197
408,QATS-4,"[97,159],[225,300],[317,357],[383,486],[571,663],[681,842],[884,1056],[1065,1105],[1119,1159],[1172,1302],[1315,1355],[1396,1772],[1776,1816],[1844,1884],[1995,2035],[2037,2077],[2086,2174],[2202,2297],[2301,2375],[2389,2484],[2519,2580],[2587,2993],[3010,3190],[3300,3340],[3356,3604],[3615,3690],[3720,3760],[3769,3829],[3848,4203],[4214,4254],[4256,4341],[4342,4575],[4596,4636],[4666,4726],[4736,4776],[4787,4850],[4869,4965],[4989,5029],[5055,5133],[5139,5319],[5321,5409],[5434,5549],[5552,5713],[5848,5888],[5900,6063],[6071,6111],[6118,6278],[6334,6374],[6406,6446],[6464,6780],[6781,6964],[6965,7062],[7063,7222],[7310,7350],[7352,7392],[7401,7517],[7579,7719],[7748,7987],[7988,8155],[8174,8235],[8298,8384],[8388,8450],[8463,8530],[8547,8615],[8659,8699],[8757,8797]",10.2548
409,QATS-4,"[80,140],[148,263],[324,390],[399,459],[486,546],[569,636],[656,696],[719,931],[934,1023],[1030,1070],[1076,1116],[1148,1188],[1191,1288],[1291,1401],[1427,1516],[1528,1743],[1803,1948],[1969,2009],[2046,2066],[2180,2335],[2341,2646],[2654,2694],[2700,2766],[2774,2837],[2899,3000],[3013,3165],[3175,3437],[3438,3518],[3534,3644],[3674,3752],[3767,3869],[3881,3977],[4021,4061],[4121,4424],[4472,4512],[4596,4668],[4703,4764],[4793,4860],[4871,4958],[5322,5396],[5454,5494],[5680,5720],[5728,5879],[5881,6013]",4.8126
410,QATS-4,"[100,141],[244,284],[314,505],[513,581],[653,737],[772,845],[847,981],[1078,1118],[1126,1166],[1171,1245],[1286,1377],[1384,1622],[1628,1688],[1697,1849],[1859,1938],[2011,2060],[2079,2182],[2206,2246],[2268,2483],[2490,2644],[2647,2687],[2708,2789],[2818,2858],[2863,2943],[2953,3041],[3062,3218],[3226,3266],[3269,3309],[3314,3394],[3413,3704],[3731,4110],[4120,4160],[4177,4354],[4364,4404],[4428,4636],[4653,4842],[4866,4931],[4944,5004],[5064,5105],[5143,5183],[5191,5231],[5243,5283],[5294,5412],[5428,5468],[5519,5742],[5774,5814],[5816,6078],[6125,6402],[6418,6479],[6493,6533],[6534,6574],[6575,6635],[6643,6703],[6716,6776],[6873,6913],[6936,7076],[7089,7150],[7206,7246],[7286,7351],[7364,7525],[7528,7568],[7575,7615],[7619,7659],[7671,7711],[7731,7925],[8199,8273],[8367,8407],[8599,8639],[8643,8842],[8856,8932]",9.9688
411,QATS-4,"[104,124],[188,228],[231,306],[327,459],[476,586],[587,870],[879,1049],[1065,1105],[1141,1392],[1394,1522],[1526,1566],[1594,1672],[1744,1784],[1822,1862],[1877,1917],[1931,2201],[2202,2242],[2252,2313],[2319,2486],[2522,2562],[2578,2702],[2731,2814],[2835,2875],[2913,2980],[3018,3058],[3079,3119],[3157,3218],[3220,3333],[3366,3567],[3568,4028],[4029,4049],[4070,4110],[4111,4272],[4275,4431],[4433,4473],[4492,4532],[4727,4767],[4816,5322],[5481,5766],[5767,5955],[5964,6029]",4.9853
412,QATS-4,"[100,132],[274,376],[473,513],[521,561],[566,606],[677,766],[774,814],[888,953],[962,1092],[1123,1163],[1169,1209],[1210,1294],[1333,1373],[1376,1478],[1481,1728],[1853,1893],[1931,2396],[2567,2607],[2642,2682],[2699,2739],[2749,2931],[2932,3021],[3022,3062],[3072,3202],[3271,3311],[3341,3602],[3603,3675],[3680,3720],[3766,3806],[3825,3865],[3911,4070],[4077,4147],[4155,4219],[4227,4267],[4276,4346],[4413,4523],[4533,4654],[4655,4771],[4792,4832],[4894,5116],[5148,5188],[5340,5642],[5692,5753],[5810,5850],[5858,5970],[5987,6069],[6084,6245],[6247,6436],[6467,6558],[6575,6654],[6686,6726],[6728,6894]",6.2135
413,QATS-4,"[106,296],[303,360],[375,440],[452,579],[612,680],[697,788],[796,965],[972,1215],[1339,1379],[1383,1488],[1509,1549],[1569,1609],[1673,1713],[1820,1885],[1915,1973],[2033,2127],[2137,2245],[2249,2421],[2433,2493],[2498,2538],[2609,2691],[2694,2798],[2806,2959],[2997,3037],[3062,3227],[3260,3300],[3342,3402],[3449,3545],[3549,3664],[3682,3761],[3772,3888],[3891,4000],[4024,4064],[4090,4130],[4143,4354],[4356,4444],[4469,4584],[4587,4716],[4729,4769],[4933,4999],[5006,5071],[5133,5310],[5320,5456],[5505,5612],[5654,5749],[5756,5864],[5875,5935],[5979,6049],[6074,6153],[6191,6419],[6467,6507],[6629,6669],[6855,6895],[6899,7098],[7112,7152],[7153,7304],[7305,7403]",7.2228
414,QATS-4,"[100,139],[207,358],[378,476],[630,670],[685,725],[811,851],[866,959],[999,1098],[1118,1195],[1219,1279],[1280,1345],[1348,1413],[1472,1512],[1536,1736],[1739,1836],[1838,1878],[1953,1993],[2059,2099],[2101,2264],[2292,2332],[2333,2407],[2411,2451],[2474,2514],[2517,2599],[2722,2842],[2859,3481],[3498,3850],[3857,3930],[3939,4000],[4022,4310],[4314,4354],[4379,4440],[4444,4504],[4509,4589],[4599,4775],[4776,4870],[4880,5117],[5119,5400],[5403,5548],[5585,5730],[5754,5794],[5935,6038],[6039,6106],[6153,6257],[6262,6302],[6422,6462],[6473,6533],[6568,6608],[6638,6792],[6804,6875],[6885,6946],[6954,6994],[7003,7073],[7145,7208],[7248,7288],[7308,7348],[7358,7702],[7705,7812],[7820,7860],[7893,7933],[7974,8014],[8026,8113],[8130,8261],[8320,8404],[8438,8689],[8696,8736],[8762,8802],[8806,8899],[8930,8970],[9008,9075],[9092,9156],[9166,9206],[9213,9280],[9287,9327],[9335,9463],[9466,9941]",12.0905
415,QATS-4,"[100,131],[194,218],[251,289],[498,518],[680,700],[1055,1095],[1126,1274],[1316,1412],[1415,1455],[1470,1531],[1660,1721],[1787,1880],[1887,2004],[2010,2092],[2105,2166],[2181,2283],[2327,2387],[2390,2430],[2453,2493],[2516,2556],[2764,2804],[2816,2856],[2892,3273],[3277,3317],[3345,3385],[3498,3538],[3540,3580],[3620,3711],[3780,3980],[4000,4352],[4353,4393],[4470,4510],[4547,5138],[5145,5277],[5289,5355],[5381,5792],[5808,5848],[5941,6009],[6057,6117],[6120,6182],[6187,6344],[6376,6451],[6452,6623],[6632,6746],[6805,6946],[6965,7032],[7052,7136],[7149,7209],[7226,7323],[7347,7387],[7412,7452],[7465,7568],[7576,7676],[7678,7766],[7791,7906],[7909,8070],[8085,8161],[8181,8305],[8315,8414],[8434,8532]",9.5596
416,QATS-4,"[104,124],[188,228],[231,306],[327,402],[405,533],[559,649],[695,749],[751,771],[774,814],[819,859],[880,920],[927,1090],[1097,1189],[1220,1260],[1270,1479],[1516,1643],[1693,1762],[1763,1914],[1970,2705],[2710,2941],[2946,3499],[3503,3625],[3670,3804],[3805,3898],[4003,4236],[4282,5152],[5187,5227],[5245,5318],[5347,5387],[5411,5497],[5514,5649],[5706,5911],[5928,6081],[6082,6122],[6155,6294],[6325,6365],[6376,6442],[6580,6620],[6657,6697],[6746,7283],[7291,7331],[7347,7424],[7436,7501],[7509,7814],[7826,8062],[8091,8152],[8186,8226],[8257,8297],[8306,8346],[8348,8388],[8398,8438],[8461,8501],[8504,8564],[8591,8631],[8700,8740],[8742,8832],[8947,9012],[9020,9060],[9062,9102]",10.1756
417,QATS-4,"[129,162],[174,214],[233,293],[307,377],[383,459],[476,586],[598,691],[694,734],[745,785],[835,989],[1069,1109],[1134,1356],[1427,1467],[1485,1525],[1539,1819],[1902,1942],[1945,2061],[2073,2113],[2141,2181],[2193,2233],[2269,2650],[2654,2694],[2722,2762],[2874,2914],[2950,2990],[2998,3038],[3065,3148],[3153,3213],[3218,3298],[3308,3373],[3375,3686],[3690,3794],[3830,4244],[4293,4333],[4463,4610],[4611,4657],[4754,4897],[4900,4978],[4979,5120],[5122,5299],[5301,5361],[5367,5407],[5409,5449],[5468,5510],[5578,5618],[5628,5691],[5710,5790],[5795,6088],[6106,6146],[6177,6231],[6380,6470],[6490,6530],[6533,6637],[6647,7283],[7292,7373],[7399,7502],[7597,7674],[7728,7921],[7971,8101]",8.5189
418,QATS-4,"[97,159],[217,300],[317,357],[373,487],[495,535],[569,609],[614,654],[659,802],[819,859],[884,1106],[1171,1211],[1231,1271],[1289,1569],[1652,1692],[1730,1798],[1801,1864],[1868,1937],[1956,2166],[2190,2230],[2277,2361],[2414,2605],[2702,2742],[2750,2790],[2795,2835],[2929,3011],[3015,3055],[3062,3102],[3116,3156],[3328,3368],[3387,3525],[3635,3675],[3695,3772],[3795,3835],[3843,3883],[3921,3981],[3983,4023],[4039,4268],[4289,4329],[4331,4412],[4470,4510],[4544,4584],[4593,4865],[4871,4911],[4925,4965],[5022,5227],[5245,5419],[5464,5711],[5740,5803],[5823,5863],[5923,5963],[5974,6044],[6052,6092],[6103,6262],[6283,6343],[6490,6813],[6956,7017],[7051,7091],[7143,7286],[7293,7417],[7422,7462],[7470,7538],[7552,7592],[7593,7670],[7671,7794],[7796,7836],[7838,8049],[8060,8277]",8.7869
419,QATS-4,"[100,139],[207,358],[378,476],[630,670],[685,725],[742,1110],[1117,1157],[1169,1209],[1231,1473],[1511,1661],[1667,1707],[1749,1840],[1896,1966],[1980,2347],[2355,2426],[2428,2510],[2515,2575],[2580,2660],[2670,2760],[2780,3116],[3130,3327],[3330,3370],[3381,3421],[3457,3522],[3523,3563],[3588,3628],[3629,4024],[4028,4389],[4412,4482],[4511,4600],[4633,4699],[4723,4819],[4827,4972],[4981,5021],[5029,5089],[5123,5217],[5220,5510],[5516,5556],[5566,5606],[5613,5982],[5993,6153],[6248,6288],[6291,6351],[6446,6486],[6525,6565],[6617,6760],[6795,6946],[6956,6996],[7019,7059],[7063,7131],[7156,7242],[7272,7372],[7383,7423],[7429,7552],[7574,7668],[7674,7740],[7749,7789],[7805,7900],[7905,8021],[8036,8100],[8145,8185],[8211,8320],[8383,8469],[8473,8535],[8548,8615],[8632,8698],[8747,8787],[8842,8882]",10.3834
